ASIN,title,rating,review_count,price,product_type
B0757G139K,"Bluetooth Headphones, Wireless Headphones SOWAK in Ear Wireless Bluetooth Earphones with Mic aptX Stereo Noise Cancelling Earbuds for Sports Running Gym (Green)",3.8,81,20.99,headphone
B086G9Q9M7,"Bomaker Wireless Earbuds, Bluetooth 5.0 in-Ear Stereo Headphones, Graphene Drivers with Deep Bass, 30Hrs/2 Mics,Touch Control, Type-c Quick Charge, IPX7 Waterproof Sports Headset for iPhone/Android",4.1,1693,39.76,headphone
B07NDLWTDV,Wild Flag E-Series Wireless Headset - Black,4.3,9,3.75,headphone
B07QS5CH5V,"Belkin Rockstar 3.5mm Audio + USB-C Charge Adapter (USB-C Audio Adapter for Note10, Pixel 3, Pixel 3XL, Ipad Pro and More)",4.3,8052,34.99,headphone
B0872493CS,Headphones Adapter dongle for iPhone 11 Jack Splitter Adapter Compatible with iPhone 11 /X/XS MAX/XR/7 /7P /8 /8P Charger and Headphones aux Accessories Adapter Support All iOS (White),2.8,36,9.99,headphone
B0836TCXD6,"Dacom Sport Bluetooth Headphones , Bluetooth 5.0 TWS Wireless Earphones with Mic, 30H Playtime Stereo Sound Sports Headsets,IPX5 Sweatproof Wireless in-Ear Earbuds for Running Gym, Exercise,Workout",4.0,23,29.99,headphone
B07P2RQVFL,"GEESHIDA 4 Pack Earbud Headphones in-Ear mic 3.5mm Electronics Wired Headphones (Earphones/Earbuds/Headset) for iOS and Android Smartphones, Laptops, Gaming, Chromebook",4.0,75,10.99,headphone
B08KXJ3HSW,"Sinseng USB Headphones with Microphone for Computer, Headset with Noise Cancelling Mic for Laptop, PC Headset for Zoom Meetings skype Chat Microsoft Teams,Call Center Headset for Office Work (Gold)",4.3,7,39.99,headphone
B08FZVR4CF,New Bluetooth 5.0 Wireless Earphone Earbuds 8D Stereo Longer Use time Headset Neckband Sport Headphone Crystal-Clear Calls with Noise Cancelling Microphone USB Fast Charging 280mAh Standby Time 300h,3.6,34,13.99,headphone
B01HRJ5PFG,PIXNOR Foldable Wireless Headphone Portable FM Stereo Headset Radio (Black Red),3.7,227,13.68,headphone
B075F6DJ55,"PS4 Gaming Headset, SADES SA810Plus Stereo Headphones with Mic for PC/Notebooks/New Xbox One",4.6,144,28.99,headphone
B081THSL8G,TrueProve Pro Premium Braided 3.5MM Stereo Aux Male to Male Headphone Jack Extension Cable 1/8” TRRS (6FT),4.2,69,9.68,headphone
B07F2ZCWD4,"BlueFire Upgraded Professional PS4 Gaming Headset 3.5mm Wired Bass Stereo Noise Isolation Gaming Headphone with Mic and LED Lights for Playstation 4, Xbox one, Laptop, PC (Blue)",4.4,1494,23.99,headphone
B0894M59H7,CCA C12 in Ear Earphones 5BA 1DD Hybrid Drivers Wired Sport Earbuds Headphones Stereo Gaming Headset HiFi Clear Sound for Musician Audiophile Singer DJ,4.4,26,49.99,headphone
B08JM65Q2W,"WeSC Wireless Headphones, On-Ear Earphones with 9Hrs Playtime or 11Hrs Talk Time, Bluetooth Headphones with Touch Control, Foldable, Lightweight, Travel Friendly - Neon Pink",4.8,12,54.95,headphone
B089GKSRW2,VR Headphone for Oculus Quest Professional Game Enclosed Wired Earphone Headset,3.3,12,28.98,headphone
B082DVMGNF,"True Wireless Earbuds Bluetooth 5.0 Headphones with Wireless Charging Case CASECUBE Stereo Sound Earphones with IPX7 Waterproof Earbuds 6H Playtime, CVC 6.0 Noise Canceling Headsets for Sports",4.3,677,39.99,headphone
B07YZGGFQX,"Wireless Earbuds Bluetooth 5.0 Headphone,Wireless in-Ear Headset TWS HI-FI Bass Stereo IPX7 Waterproof True Bluetooth Earphone Built-in Mic with Charging Case LED Display 120H Playtime for Sport",3.7,202,16.99,headphone
B082X3Y7WB,Wireless Earbuds Bluetooth 5.0 with Charging Case IPX8 Waterproof TWS Stereo Noise Cancelling Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black,4.1,7078,34.99,headphone
B07Y4P21MR,CTWUVS ADPR Wolf and Moon Wired Headphones Headsets Foldable Over Ear for Kids or Adults Black,3.4,4,25.0,headphone
B07P86584R,Proster Headphone Amplifier with 500mW Power Support 16-500Ω Portable Amp Rechargeble 3.5mm HiFi Audio Amp Earphone Amplifier USB for iPhones iPod MP3 MP4 Digital Player Computer,4.3,79,43.99,headphone
B08GSF22Z1,TRANYA M10 Bluetooth 5.0 Wireless Earbuds with Wireless Charging Case TWS Stereo Headphones in Ear 14.2mm Driver Quad-Mic System aptX Headset Premium Sound with Deep Bass,4.6,686,39.99,headphone
B077TRXYCN,"Active Noise Cancelling Headphones, Mixcder E7 Over-Ear Wireless Bluetooth Headphone with CVC 8.0 Mic, Deep Bass, Hi-Fi Sound, Quick Charge, 20H Playtime for Work/Travel, Carry Case Included - Black",4.2,3643,39.99,headphone
B07XJ89KV6,Syba Sonic 24bit 96KHz USB DAC Stereo Headphone Amplifier 2 Stage EQ Digital/Coaxial Output and RCA Output SD-DAC63116,4.3,285,42.99,headphone
B082V4TCZR,Wooden Omega Headphones Stand/Wooden Headphone Hanger/Wood Headset Holder/Omega Earphone Desk Display Hanger - Wooden Headsets Walnut Finish - LinkIdea,4.7,13,26.3,headphone
B06W2K9XMM,Cerrxian 3.5mm 4 Pole Stereo TRRS Audio Video Male to 4 Screw Terminal Female Headphone Replacement Solderless Balum Converter Adapter (2-Pack),4.0,156,6.87,headphone
B087RBQ4HQ,with Bluetooth V5.0 Earphones Wireless Headphones with Microphone Sports Waterproof Headsets 2200mAh Charging Box for iPhone Android,3.7,21,24.99,headphone
B082B4WPNS,Professional WH1000XM3 Ear Pads Cushions Replacement - Earpads Compatible with Sony WH-1000XM3 Over-Ear Headphones with Soft Protein Leather/Noise Isolation Memory Foam,4.6,226,18.95,headphone
B07MB22J9N,FiiO FH5 Over The Ear Headphones/Earphones Detachable Cable Design Quad Driver Hybrid (1 Dynamic + 3 Knowles BA) in-Ear Monitors (Black),4.3,278,259.99,headphone
B0823MNFBF,Oriolus Ear Pads Cushions and Headphone Headband Compatible with Gaming Headset SteelSeries Siberia 800 840 Lag-Free Wireless (Black & Orange),4.9,12,17.98,headphone
B07Z3CSSGH,Helmet Bluetooth Headset Motorcycle Intercom- SCSETC S-7 Helmet Intercom Motorcycle Communication System Wireless Headphone with Handsfree Calls and Voice Command for Motorbike Skiing,3.4,68,34.99,headphone
B084L8S5D8,for iPhone Headphone Adapter Dongle Charger Jack AUX Audio 3.5 mm with iPhone 12/ 7/7Plus/8/8Plus/X/XS/XR/10/XS 11 MAX Accessory Compatible All iOS Systems,3.5,3966,9.0,headphone
B08C9RL23M,"Bluenin T30 True Wireless Earbuds,Bluetooth 5.0 Headphones Earhook Earphones, 136H Playtime, Stereo Headset with CVC8.0 Noise Canceling Mic, IPX7 Waterproof Sport Earbuds for Work Out(Black)",4.1,772,29.99,headphone
B088TTQ91X,"NIVONIC Wireless Earbuds Headphones with Mic – Bluetooth Earphones in Ear with Charging Case for Running, Sports and Outdoors – 2 Hours of Play Time and Operating Range of up to 49 Feet",4.7,79,29.99,headphone
B009P2S4G6,"Monster MH DNA ON BK CA WW Noise-Isolating On-Ear Headphones, Black",4.2,188,119.0,headphone
B07MXH6X81,Wireless Active Noise Cancelling Headphones with Microphone Edifier W860NB Hybrid ANC Bluetooth Earphones with Touch Control for TV Computer Cellphones,4.4,91,69.99,headphone
B08HTZNGPK,"Replacement Charging Charger Cable Power Cord Compatible with for Beats Powerbeats, Powerbeats Pro, Solo 3 Wireless, Solo Pro, Studio 3, AirPods, BeatsX Wireless Headphone, Pill+ Speakers",4.8,24,8.88,headphone
B07Q1G9PHL,"USB C to 3.5mm Headphone Adapter, LcueGuk 2 in 1 Type C to 3.5mm Aux Headphone Port with Fast Charging for Pixel 3/2/XL, New iPad, Essential Phone and More-Support DAC and Hi-Res Audio (Silver)",3.8,112,13.9,headphone
B08NVNQPWJ,"3.5mm Headphone Jack Adapter, 3 in 1 Dual Audio and Charge Headphone Splitter Compatible with iPhone 12/12 Mini /11/11 Pro/XS/XS Max/XR/X/8/8P, Support Fast Charge (White)",1.0,1,14.99,headphone
B00BIFV794,"Home Audio Power Amplifier System - 2X120W Dual Channel Mixer Sound Stereo Receiver Box w/RCA, USB, AUX, Headphone, Mic Input, LED - for PA, Theater, Home Entertainment, Studio Use - Pyle PTAU55",4.2,1867,69.84,headphone
B0825S4VHK,"V3 Metal Headphones Earphones Earbuds Earphones, Noise Islating, High Definition, Stereo for Samsung, iPhone,iPad, iPod and Mp3 Players (Mixed)",3.9,341,9.99,headphone
B07SMB71B7,Headphones with Microphone Certified in-Ear Headphone 3.5mm Noise Isolating Earphones Headset for Laptop Tablet Samsung Android Smartphones (White) 1-Pack,4.5,4,6.99,headphone
B089QKG2KC,"Wireless Earbuds, Boost Bluetooth 5.0 Earbuds Headphones with Physical Buttons 20H Cycle Playtime in-Ear Buds Hi-Fi Stereo Sweatproof Earphones Sport Headsets Built-in Mic for Work/Running/Travel/Gym",4.3,9,21.98,headphone
B08LDZMW4J,"Yesmini Kids Headphones, Foldable, Adjustable Headband with 3.5mm Jack, Volume Limited Safe, Lightweight On-Ear Earphones for Children Boys Girls’ Cellphones Laptop Computer Mp3/4 (Blue)",5.0,1,13.99,headphone
B07ZR4LXY9,"Case Compatible with Anker Soundcore Life Q10/ Q20 Wireless Bluetooth Headphones, Hybrid Active Noise Cancelling Over Ear Headphones",4.7,75,12.99,headphone
B08LD4DMDK,"Jiade Headset with Microphone Noise Cancelling and Volume Controls,Computer Headphones Speech Dictation for Call Center Office,PC Headhset for Microsoft Teams Skype Zoom Meetings Online Teaching",4.5,10,43.99,headphone
B01GO0GNSC,"Lenovo in-Ear headphoneNew Retail, 4XD0J65079New Retail",4.2,41,13.45,headphone
B08LB3VFHL,"USB Microphone Kit for Computer, Cardioid Condenser Mic for Gaming, Podcast, Recording, Streaming, Zoom on PC/Mac/Laptop. Noise Cancelling Desktop Microfono, Mute Botton, Plug & Play, Headphone Jack",4.3,13,46.99,headphone
B0899H13JF,Bone Conduction Headphones Open Ear Headphones with Microphone Bluetooth 5.0 Stereo Outdoor Sport Headset Free Ears Earphones for Running Driving Fitness,4.0,113,29.99,headphone
B08H888V8W,"Kids Wireless Headphones, Bluetooth Headphones with Microphone for Kids, Adjustable Headband Headphones，SD Card Slot 3.5mm Audio Jack Over-Ear Kids Headphones for School, Home, Travel.(Pink)",4.6,3,15.99,headphone
B08NJMRCDQ,"Y Headphone Splitter Adapter(1x Male -2 x 3.5mm Female),3.5mm Headphone Plug Connect Stereo Audio&Micophone Jacks Adapter Cable Compatible with PS4,Xbox One S,Tablet,Mobile Phone,PC and Laptop(Black).",1.0,1,8.99,headphone
B0818THRJD,"BossBud Bluetooth 5.0 True Wireless Earbuds with Compact Charging Case, Headphones with Premium Stereo Sound Quality Noise Cancelling and Built-in Microphone, in-Ear IPX7 Waterproof Sport Ear Buds",4.0,478,34.99,headphone
B07GZC1XJ8,"Wireless Earbuds with Microphone for iPhone Android, Bluetooth Earbuds 5.0 with Mic for Cell Phone 30H Playtime, Fast Charging & Smart Touch Control Wireless Headphones for Sport Work Travel",4.4,148,29.99,headphone
B08P1TWXC9,"8 Pack Bulk Earbuds for Kids, Ear Buds for School Class, Headphones for Boys Girls, Comfy Multipack Sturdy Earphones for Kids - 8 Colors",3.2,16,9.99,headphone
B01GY6TIDS,GATS (2-Pack) Replacement for Headphone Adapter Cable for Lifeproof Cases - Please Match Picture of Cables - Compatibility Guide in Description,4.0,215,6.99,headphone
B087XSQTBC,"USB Type C to 3.5mm Headphone Adapter, HiFi DAC USB C to Aux Audio Jack Dongle,Hi-Res 32Bit/384Khz Compatible with Pixel 5 4 3 XL, Samsung Galaxy S20 FE Ultra S20+ Note 20 5G Note 10 S21 Plus",4.5,252,11.99,headphone
B004K371TQ,Andrea Electronics NC-185 High Fidelity Stereo PC Headset with Noise Canceling Microphone (C1-1022400-1),4.4,41,21.99,headphone
B08NPHXH3L,"Noise Cancelling Earphones, Srhythm Soulmate Series S7 True Wireless Earphones with Bluetooth 5.1.World-Class Active Noise Cancellation Earbuds",4.3,7,75.99,headphone
B0834WSWNZ,"Dacom T8 True Wireless Earbuds with Microphone, Waterproof TWS Stereo Earphones in-Ear Headset, Bluetooth Headphones with Smart LED Display Charging Case for Sports Running Workout Black",4.4,33,20.99,headphone
B082BMXYV8,Drop + MrSpeakers Ether CX Closed-Back Planar Magnetic Headphones,4.1,6,925.0,headphone
B08BCC1QC8,"Lightning Earphones Earbuds Headphones Compatible iPhone 11 Pro Max iPhone X XS Max XR iPhone 8 Plus iPhone 7 Plus, MFi Certified Wired Earphones Built-in Microphone Volume Controller",4.3,213,15.86,headphone
B07B68YCBS,"Laptop Backpack, WInblo 15.6 Inch College Backpack with USB Charging Port & Headphone interface Business Laptop Backpack Light Weight Travel Backpack for Men Women (Black)",4.4,89,20.99,headphone
B08JLD49VL,Open Ear Wireless Sports Headphones Bluetooth 5.0 HiFi Ultra-Lightweight Sports Headphones Dual Noise Reduction sweatproof Earphones for Running Fitness Driving Cycling (Gray),4.0,3,14.99,headphone
B0861B25FN,Wireless Earbuds Bluetooth 5.0 with 4000mAh Charging Case LED Battery Display 120H Playtime IPX7 Waterproof TWS Stereo Headphones in Ear Built in Mic Headset Deep Bass Hi-Fi Sound for Sport Black,4.1,96,28.99,headphone
B07L3S2TRD,"PEPPER JOBS C2PDA USB-C to 3.5 mm Headphone Jack Adapter 2-in-1 USB-C to AUX Adapter with Fast Charging, Compatible with Samsung Galaxy S21 Series/Note 20 Ultra/Note 20/S20 Series, iPad Pro and More",4.5,100,18.99,headphone
B01MSYT8HH,"Dongle Dangler 3.5mm Headphone Jack Adapter - Compatible with All Samsung, Pixel and iPhone Models- Authentic Cable (Keychain 1-Pack",4.6,657,4.99,headphone
B08PBYK98D,"(Apple MFi Certified) Lightning to 3.5mm Headphone for iPhone X,3 Pack Headphone Aux Stereo Connector Compatible for iPhone 12 Mini/12 Pro/11/SE/X XR,Support Music Control & Calling Function",5.0,14,9.99,headphone
B08HRJ2QSC,"for iPhone Earbuds with 3.5mm Headphone with Microphone +Phone Call+Volume Control Noise Reduction in Ear Wired Headphones for iPhone Earphones Compatible with iPhone,iPad,iPod,PC,MP3,Android -Silver",5.0,3,7.99,headphone
B07S684MHF,"dyplay Protective Portable Headphone/Earphones/ Earbuds Hard Carrying Case/Travel Bag/Storage Case Box with Space for Neckband Earphone, in-Ear Headphones, Cable, Parts and Accessorie",4.3,11,4.99,headphone
B077GDPRTP,Wireless Earbuds Bluetooth 5.0 Earbuds Bluetooth Wireless Headphones inalambrico 24H Playtime with Charging Case Hi-Fi Stereo Earbuds with Built-in Mic for iPhone/Android in Ear Earbuds,4.0,811,38.95,headphone
B07DRBK32K,Pro Gaming Headset for PC PS4 Xbox One with Mic Over-Ear Headphones for Laptop Computer Games with Noise Cancelling Stereo 50mm Driver Memory Earmuffs Volume Control Gift for Kids Boy Teens,4.4,138,25.99,headphone
B07N1SWQR5,HAOMEJA Music Headphones Earphones Earbuds Head Phone in-Ear Headphones HD Sound Boom Audio Earphones Cool Earbuds Good Sound Premium Wired Earphones mic with Microphone DJ Bass (Silver Black Wood),3.5,61,8.3,headphone
B07Z4LV116,2 Packs Earpiece Headphone Earphone Earbud Cable Clip Clamp Hooks Compatible with Sennheiser IE80S IE800s 334 mis Technica dhc 1.5mm-3mm Flat Cable Clip,4.2,107,6.88,headphone
B01CEZJHKC,"3.5mm Headphone Y Splitter (Pack of 2)| 1 Male to 2 Female Audio Jacks | Allows Two People to Listen to 1 Sound Source | Perfect for Apple iPhone, iPod, iPad and Other Audio Devices with a 3.5 mm Port",4.3,660,3.99,headphone
B07Z9B23SH,"Fromsky Hard Case for Sony WH-XB900N, Sennheiser PXC550, Travel Case Protective Cover Storage Bag (Gray)",4.4,299,11.99,headphone
B07CLM3RN1,Antrader 360 Degree Rotate Headphone Wire Clothing Clip Black-Clips onto Your Clothing to Keep Cord in Place Pack of 30,4.3,20,4.95,headphone
B0074A0DL0,A20 headset ear cushions,4.9,127,38.95,headphone
B08BK7XTCJ,"Bone Conduction Headphones, TOKANI Bluetooth Conduction Headphones Wireless Open Ear Headset for Sports",3.7,55,29.99,headphone
B085435S6G,"Fancasee (2 Pack) Replacement 3.5mm 90 Degree Male Plug to Bare Wire Open End TRRS 4 Pole Stereo 1/8"" 3.5mm Plug Jack Connector Audio Cable for Headphone Headset Earphone Microphone Cable Repair",4.5,29,7.99,headphone
B08BRTGXFX,"USB C to 3.5mm Headphone Adapter, 2 in 1 Dual Type C Audio + Fast Charging Dongle Adapter Compatible for Pixel 4 4XL 3 3XL 2 2XL, Galaxy Note 10/10+/S20/20+/20 Ultra,iPad Pro, Essential Ph-1 and More",3.5,199,10.99,headphone
B07R9YV22Y,"Bluetooth Beanie, V5.0 Bluetooth Hat, Wireless Earphone Beanie Headphones, with HD Stereo Speakers Built-in Microphone, Mens Gifts, Christmas Electronic Gifts for Men/Women",4.5,1010,25.0,headphone
B08GZ1TMS2,"Upgrade USB C to 3.5mm Headphone Adapter,Headphone Jack Adapter Type C to 3.5mm Audio Cable Compatible with Samsung Galaxy S20,Pixel 4/3/2 XL,Huawei P40/P30 Pro/P20,Oneplus 7 and More",4.3,352,6.99,headphone
B07CTRMC8T,"Replacement Ear Pad Earpad Ear Cushions Kit for Bose OE2 OE2i Sound Link On-Ear Headphones Ear Pads Cushion Headset Ear Cover, Black",4.3,111,9.29,headphone
B01M2U99AU,Monster iSport Achieve Headphones with Mic - in-Ear with Mic - Black,4.0,151,9.95,headphone
B07FPBPPYB,Koffmon Replacement Earpads Ear Pad Cushion Cover Compatible for Beats by Dr.Dre Studio 2.0 Wired/Wireless & Studio 3.0 Over-Ear Headphones (Red),4.2,42,11.99,headphone
B081TTZ95H,OE2 Ear Pads Cushion SoundTrue Replacement Earpads Parts Compatible with Bose OE2 OE2i Soundtrue/SoundLink On-Ear Headphones (Black),4.1,130,10.98,headphone
B07MR76LYX,"elago Upgraded AirPods Dust Guard (Matte Gold, 1 Set) – Dust-Proof Film, Luxurious Looking, Must Watch Easy Installation Video, Protect AirPods from Metal Shavings [US Patent Registered]",3.6,142,8.99,headphone
B085F2XJ55,"inspireLAB Bone Conduction Headphones for Swimming IPX8 Waterproof with 8GB Independently MP3 Player, TWS Sports Headset Mic Sweatproof (Black Grey)",3.5,38,49.0,headphone
B0881VSRW5,VVRZ Wired Earbuds In Ear Headphones Noise Isolating Earphones Bass Stereo Headsets With Microphone & Volume Control & Remote For Android IOS Tablet Laptop Computer Gym Running Jogging workout (White),4.2,143,6.99,headphone
B07L3R8J2B,"in Ear Headphones,Langsdom Earphones with Powerful Bass Compatible with Device with 3.5 mm Jack(Rose Gold)",4.1,55,14.99,headphone
B07YDMMN4Z,True Wireless Earbuds Bluetooth 5.0 Headphones Touch Control Wireless Earphones with Charging Case Microphone Binaural Calls Noise Cancelling Deep Bass in-Ear Stereo Waterproof Sport Headset Black,3.8,17,10.28,headphone
B08N6281DF,"leqingchun Portable subwoofer Stereo Headset, Ear Clip Headset with Microphone and Volume Control, Compatible with iPhone and Android Smartphones, Compatible with All 3.5 mm Interface Devices (Black)",5.0,1,11.99,headphone
B088ZG6VJ3,YUANBAI USB C to 3.5mm for Note 20 Ultra Headphone Adapter Braided DAC Audio Adapter Aux Jack Earphone Dongle for Samsung Note 20 S20 Ultra Note 10+ OnePlus 8 Pro 7T 7 Pro Google Pixel 5 4 XL iPad Pro,4.4,14,10.99,headphone
B082VXWGNL,"MTY True Noise Cancelling Headphones Bluetooth Wireless Over The Ear Headset with Mic for Phone-Call and Alexa Active Noise Cancelling Comfortable Protein Earpads, 30 Hours Playtime for Travel/Work",4.4,16,45.99,headphone
B07JLC66Y4,"Replacement Ear Pads for Headphones, Compatible with RS120 RS 110 HDR120 Wireless Headphones with 2 ABS Ring - Memory Foam Earpads",4.6,108,18.99,headphone
B075FNMGXM,"Urbanears Plattan 2 Bluetooth On-Ear Headphone, Amethyst Purple (04092052)",4.4,29,77.03,headphone
B08PYH5LMV,"Vertical DVD Player CD/DVD Player Wall Mountable CD/DVD Player Portable with Bluetooth Built-in HiFi Speakers with Remote, CD Player Boombox 1080P HDMI Output FM Radio USB AV Out Headphone Jack",5.0,1,65.99,headphone
B00013BKS2,Koss PRO3AA Collapsible Closedear Headphones With Adjustable Headband,3.9,84,32.22,headphone
B08F3S88KC,Llama Headphones Folding Fatheads Over The Ear Llamerica Fun Prints Padded Cushions Stereo Sound,5.0,5,12.82,headphone
B07VK6TJ79,"Bluetooth 5.0 Wireless Headphones, DuoTen IPX7 Waterproof 27H Playtime AAC 8.0 CVC 8.0 True Wireless Earphones Earbuds with Hi-Fi Deep Bass 3D Stereo Sound, Touch Control & Charging Case",3.6,2522,37.99,headphone
B0895VSNR3,"True Wireless Earbuds Bluetooth with Dual Microphones CVC8.0 Noise Cancelling, POWERADD M6 TWS Earbuds BT 5.0 with Charging Case Ergonomic bass in-Ear Headphones, Earphones for iPhone/Android, Black",4.1,40,22.99,headphone
B088NW8Q7R,"15ft 3.5mm to 6.35mm TRS Stereo Audio Cable, 6.35mm 1/4"" Male to 3.5mm 1/8"" Male TRS Stereo Aux Jack Headphone Adapter 1/8 to 1/4 Adapter with Alloy Housing and Nylon Braid for iPhone,Amplifiers (5m)",4.2,31,8.99,headphone
B08GLL9HD2,Type-C Charging Cable Compatible for Sony WH-1000XM3 WH-XB900N WH-CH510 AKG Y400 Y600NC Bose NCH700 USB-C Charger Cord Compatible for Sennheiser Momentum 3 B&W PX PX5 PX7 Wireless Headphones,5.0,1,6.95,headphone
B08FJ6JPW1,"USB C to Dual 3.5mm Headphone Jack Adapter for Samsung S20 FE, APETOO USB C to Aux Audio Dongle Cable Cord for Samsung Galaxy S21 Ultra S21+ S20 Ultra S20+ Note 20 Ultra, Pixel 5 4 3 2 XL, OnePlus 8T",4.7,4,12.99,headphone
B082F6KGBM,"Wired Headphones,Earbuds Waterproof Sports Earphones, Stereo Sound Headphones Headsets with Built-in Mic Compatible with Phone 6/6s Plus/5s/SE, Galaxy, Android Smartphones, Tablets",3.7,100,6.99,headphone
B06WVGTH2D,"Bluetooth Receiver/Car Kit, Bluebyte Clip Wireless Audio Receiver for Headphones car Audio,Wireless Adapter Support Hands-Free Calling,Bluetooth 5.0 Low Latency for Music(Glossy Black).",4.1,291,15.89,headphone
B08DXWLTDS,"Gaming Headsets for PS4 Snoky, Over Ear Headphones with Noise Canceling Microphone RGB Light and Stereo Surround Sound, Compatible with PC, Xbox One, Laptop",4.5,324,25.99,headphone
B07Z5MWYNS,"WAKWLK Bluetooth 5.0 True Wireless Earbuds with Charging Case for iPhone Android, 55H Cyclic Playtime Waterproof Touch Control Stereo Headphones with mic, in-Ear Earphones Headset for Sport",4.1,303,19.99,headphone
B07V3NNSWH,"Motorola Ververap 200 Wireless in-Ear Headphones, Works with Alexa - Black/Grey",4.2,15,27.8,headphone
B07MV8Q3N7,Portable CD Player 1400mAh CD Walkman Rechargeable CD Player Portable Gueray CD Discman Personal CD Player with Headphones Jack USB Supply CD Music Disc with LCD Display (Black),4.3,1418,46.99,headphone
B07GZLVB8K,"Replacement Audio Cable Cord Wire with in-line Microphone and Control Compatible with for Beats by Dr Dre Headphones Solo, Studio, Pro, Detox, Wireless, Mixr, Executive, Pill (White)",4.5,140,9.65,headphone
B00SCP334K,"Cinderella Fashion Over-the-Ear Headphones with inline Mic, CN-M48.FX",4.6,15,28.98,headphone
B07TD1RYQK,"Portable AM/FM Radio, Pocket with Headphone Jack, Best Reception, Battery Operated Personal Transistor by 2 AA Battery for Jogging,Walking and Travelling",3.9,38,13.97,headphone
B078NSMNGP,Sonixx BTX1 Kids Bluetooth Headphones (Pink),4.2,950,19.5,headphone
B07WD39PZM,"GuliKit Route Air Bluetooth Adapter for Nintendo Switch&Lite/PS4/PS5/PC,Audio Transmitter with aptX Low Latency Dual Stream Wireless Bluetooth Compatible with Headphone AirPods Bluetooth Speaker-Black",4.2,1593,29.99,headphone
B07X393G76,"White Gaming Headset for Xbox One,PS4,PC,Laptop,Tablet with Mic,Pro Over Ear Headphones,Two Free 3.5mm Y Splitter,Noise Canceling,USB Led Light,Stereo Bass Surround for Kids,Mac,Smartphones",4.3,65,26.99,headphone
B08215BFVH,"SOMIC Wireless Bluetooth Headphone with HI-FI Stereo, Soft Memory-Protein Earmuffs, 72H Playtime Over Ear Headset, Detachable Cat Ear On-Ear Headphones for Travel/Work/Class/Office MS300 Pink",4.0,248,49.99,headphone
B076HXF7SC,"Liger Blaze XL-New Wireless Bluetooth Headphones, Lightweight, Waterproof Headphones IPX7 Rated with HD Sound",4.1,87,19.99,headphone
B07X5WLFH4,"LASUNEY Bluetooth 5.0 True Wireless Earbuds with Charging Case for iPhone Android, 60H Cyclic Playtime Waterproof Stereo Headphones with mic, in-Ear Earphones Headset for Sport",4.1,1976,21.99,headphone
B08LK3TLSY,"Bluetooth Beanie, LED Beanie Hat with Light, Gifts for Men&Women Headlamp Headphone Beanie USB Rechargeable Lighted Cap with Stereo Speakers & MIC Unique Tech Gifts for Men Dads Women Boys and Girls",4.9,14,19.87,headphone
B0894N4D24,"Tangostu Earbuds Headphones with Microphone Wired Earphones for Moto E, G Stylus G8 G9 Plus G7 Power Z4 E6, LG V60 V50 V40 G7 G8 ThinQ Stylo 6 5X 5 Rebel 4, Ulefono Note 7, Blade Z Max Z982 (Black)",3.3,18,9.99,headphone
B083P192Y9,"Wireless Earbuds, NYZ True Wireless Bluetooth Earbuds Bass Headphones Earphones with Wireless Charging Powerbank Case Battery Display IPX7 Waterprooof 70H Playtime for iPhone,Android,Windows",4.2,1438,26.58,headphone
B08K94L1KL,"Wired Earbuds 3.5mm Headphones with Microphone, YUANBAI 3.5mm Magnetic Earbud & in-Ear Headphones Powerful Bass Wired Earphones for Samsung A20s A71 5G A11 S10 A01 Google Pixel 4a 3a iPhone 6s LG",4.1,16,9.99,headphone
B07PF3WBRD,"Ralyin M6 Active Noise Cancelling Headphones Bluetooth Headphones with Microphone Deep Bass Wireless Headphones Over Ear, Comfortable Protein Earpads, 50 Hours Playtime for Travel/Work, Black",4.5,25,49.99,headphone
B000KUFCYY,American Audio Hp700 Professional Foldable Dj Headphones,4.0,53,44.87,headphone
B08L961X72,Mobvoi Earbuds Gesture Wireless in-Ear Headphones Independent Connection Bluetooth 5.0 Dual-Mic Noise Cancelling 50H Playtime with Charging case Touch Control for Home Office Sports Workout Gym,3.8,9,89.99,headphone
B01N9XT0LE,JVC HAFX38MB Black Marshmallow in-Ear Headphones w/Remote/Mic,4.1,72,23.99,headphone
B07XX8YGDX,QMseller 15pcs PJ-307 3.5mm Stereo Jack Socket 5 Pin PCB Mount Female Audio Headphone Socket Connector,3.8,5,6.99,headphone
B08FDTKWRS,Sumdmax Bluetooth Earbuds Wireless Bluetooth 5.0 Wireless Headphones with Microphone HiFi Stereo in Ear Headphones Waterproof Bluetooth Earphones Wireless Earbuds for Sport Blue,4.2,5,33.99,headphone
B0105NCAP4,"PANASONIC Bluetooth Earbud Headphones with Microphone, Call/Volume Controller and Quick Charge Function - RP-HJE120B-K - in-Ear Headphones (Black)",3.7,835,29.99,headphone
B079GSDV7S,"CAILLU Cord Organizer,Cord Keeper,Headphone Cable,Earphones case Headset Wrap Winder,Cord Manager,Phone Headphone USB Holder, Cable Straps Ties Gifts,Earbud case Clips 5 Pack",4.4,166,8.99,headphone
B08HCK9C6Z,"VANAUX 3.5mm Audio Cable 90 Degree Right Angle Auxiliary Cable Stereo Aux Jack to Jack Cord Compatible for Mp3 Player, Car Stereos, Smartphone, Speakers, Headphone and More (5ft/1.5m)",4.9,43,14.49,headphone
